"","target_id","test_stat","pval","qval","rss","sigma_sq","tech_var","mean_obs","var_obs","sigma_sq_pmax","smooth_sigma_sq","final_sigma_sq","degrees_free","ens_gene","ext_gene","kallisto/D1_R1","kallisto/D2_R1","kallisto/D3_R1","kallisto/V1_R1","kallisto/V2_R1","kallisto/V3_R1"
"348","ENST00000355014.6",20.8494178552777,4.96843242979809e-06,0.000657104998991036,2.15835744115207,0.422556321637007,0.00911516659340611,6.41334742695101,0.431671488230414,0.422556321637007,0.0424174263999984,0.422556321637007,1,"ENSG00000196189","SEMA4A",5.0684,5.15784,4.01549,18.1785,21.626,19.643
"349","ENST00000350030.7",20.81965846367,5.04623323937392e-06,0.000664989435278069,3.32108035347993,0.645754565766757,0.0184615049292294,5.44814738229376,0.664216070695987,0.645754565766757,0.0638797657326855,0.645754565766757,1,"ENSG00000132780","NASP",1.43715,1.66044,1.44445,8.7017,7.96306,8.94424
"350","ENST00000373241.8",20.7911939726457,5.12179260844421e-06,0.000673018182442737,1.56317427102111,0.310156404896021,0.00247844930820016,6.9910697049618,0.312634854204221,0.310156404896021,0.0372887986030923,0.310156404896021,1,"ENSG00000079332","SAR1A",8.51661,10.7155,9.86438,34.0967,33.7061,33.4556
"351","ENST00000361264.8",20.780921044873,5.14934020580249e-06,0.000674710271809294,0.69355477605256,0.138334118255025,0.000376836955487282,8.21659947504078,0.138710955210512,0.138334118255025,0.0343548059742036,0.138334118255025,1,"ENSG00000198876","DCAF12",60.3959,63.2,62.4058,40.4366,40.4848,39.7924
"352","ENST00000261366.9",20.7681968007632,5.18366743961981e-06,0.000677278548907825,1.16831765269858,0.232913341692555,0.000750188847159855,8.04675663299247,0.233663530539716,0.232913341692555,0.0341473445646739,0.232913341692555,1,"ENSG00000113368","LMNB1",28.9141,30.0644,34.2586,94.1614,89.7339,99.6814
"353","ENST00000403796.6",20.7356076135216,5.27263703830946e-06,0.000678626901694204,2.96603240582313,0.581276583485842,0.0119298976787846,6.85541020546263,0.593206481164627,0.581276583485842,0.0382795871536984,0.581276583485842,1,"ENSG00000134955","SLC37A2",37.196,27.7355,23.0365,9.39218,9.23993,8.90277
"354","ENST00000275072.4",20.7132114177227,5.33466641199537e-06,0.000678626901694204,2.45062878108573,0.489953278043881,0.000172478173264841,7.55453747396519,0.490125756217147,0.489953278043881,0.0346499578214379,0.489953278043881,1,"ENSG00000146281","PM20D2",8.03598,9.65258,10.7136,43.0656,39.1316,44.8552
"355","ENST00000248437.8",20.7189079588029,5.3188199366271e-06,0.000678626901694204,5.17353053912327,1.0096961224606,0.0250099853640524,4.90921864954546,1.03470610782465,1.0096961224606,0.0889535395294659,1.0096961224606,1,"ENSG00000127824","TUBA4A",1.22394,1.20504,0.903399,9.11375,8.28837,9.62739
"356","ENST00000258534.12",20.7476631105365,5.2395478951039e-06,0.000678626901694204,0.889513394829135,0.177416459570267,0.000486219395560049,7.10820264570391,0.177902678965827,0.177416459570267,0.0365489395307238,0.177416459570267,1,"ENSG00000136048","DRAM1",21.7287,23.0075,22.2056,13.7,12.2991,13.8119
"357","ENST00000302548.4",20.7107444148534,5.34154374580465e-06,0.000678626901694204,6.93499302740152,1.38488032135831,0.00211828412199255,5.65556789654266,1.3869986054803,1.38488032135831,0.057129327907274,1.38488032135831,1,"ENSG00000171657","GPR82",8.23945,11.7916,12.9631,1.47661,1.49972,2.03268
"358","ENST00000562699.1",20.7213046304402,5.31216707137552e-06,0.000678626901694204,4.71731012831864,0.932531217753635,0.0109308079100935,4.9015302711325,0.943462025663728,0.932531217753635,0.0894614323519077,0.932531217753635,1,"ENSG00000175938","ORAI3",22.283,25.8187,30.7295,5.57673,5.45163,6.06137
